Regionaleinheit;Wahlberechtigte;ohne Wahlschein;mit Wahlschein;§18 Abs.2 LWO;Wähler(innen);mit Wahlschein;Ungültige Stimmen;Gültige Stimmen;GRÜNE;CDU;AfD;SPD;FDP;DIE LINKE;ÖDP;PIRATEN;Die PARTEI;FREIE WÄHLER;MENSCHLICHE WELT;Bündnis C;DKP;dieBasis;DiB;Eine für Alle - Partei;KlimalisteBW;Die Humanisten;Gesundheitsforschung;W2020;Volt;Einzelbewerber
08111001900-71 Landeshauptstadt Stuttgart 005-74 Vogelsangschule 08111000005-74;;;;;600;600;3;597;287;125;21;37;54;32;5;7;6;8;;;;;;;4;;;3;7;1
08111001900-72 Landeshauptstadt Stuttgart 005-91 Schmale Straße 08111000005-91;;;;;887;887;3;884;428;110;13;98;65;76;7;13;20;5;;;;;;;15;;;12;22;0
08111002001-01 Landeshauptstadt Stuttgart 007-01 Himmelfahrtskirche 08111000007-01;1044;574;469;1;341;8;2;339;105;82;14;34;67;13;2;;2;7;;;;8;;;3;;;1;1;
08111002001-02 Landeshauptstadt Stuttgart 007-02 Grundschule Birkach 08111000007-02;1421;912;509;0;431;8;2;429;143;73;27;53;60;34;7;;9;7;;;;3;;;3;;;5;5;
08111002001-03 Landeshauptstadt Stuttgart 007-03 Grundschule Birkach 08111000007-03;1121;662;459;0;357;7;2;355;143;66;10;41;49;17;11;;3;8;;;;2;;;2;;;3;0;
08111002001-04 Landeshauptstadt Stuttgart 007-04 Grundschule Birkach 08111000007-04;1144;619;525;0;289;7;1;288;101;64;13;27;46;19;2;;1;3;;;;3;;;1;;;6;2;
08111002001-05 Landeshauptstadt Stuttgart 009-01 Ev. Haigstkirche 08111000009-01;1369;804;565;0;591;10;1;590;260;111;24;53;96;20;3;;4;8;;;;6;;;1;;;0;4;
08111002001-06 Landeshauptstadt Stuttgart 009-02 Waldschule 08111000009-02;1346;770;576;0;481;4;2;479;177;119;13;47;89;19;3;;1;4;;;;1;;;3;;;1;2;
08111002001-07 Landeshauptstadt Stuttgart 009-03 Ev. Gemeindezentrum 08111000009-03;1145;698;447;0;314;5;2;312;108;80;11;36;59;7;1;;3;6;;;;1;;;0;;;0;0;
08111002001-08 Landeshauptstadt Stuttgart 009-04 Friseursalon haareundstil 08111000009-04;995;585;410;0;414;0;0;414;144;68;23;52;91;21;0;;6;4;;;;0;;;2;;;3;0;
08111002001-09 Landeshauptstadt Stuttgart 009-05 Albschule 08111000009-05;1261;739;522;0;439;11;1;438;174;69;23;49;74;28;0;;3;4;;;;2;;;3;;;5;4;
08111002001-10 Landeshauptstadt Stuttgart 009-06 Albschule 08111000009-06;1490;992;498;0;451;10;1;450;148;78;37;48;84;28;1;;8;0;;;;5;;;8;;;3;2;
08111002001-11 Landeshauptstadt Stuttgart 009-07 Begegnungs-, Bildungs- und Kulturzentrum, Treffpunkt Degerloch 08111000009-07;1206;699;507;0;390;10;0;390;162;56;14;37;67;27;2;;6;5;;;;2;;;6;;;0;6;
08111002001-12 Landeshauptstadt Stuttgart 009-08 Filderschule Degerloch 08111000009-08;1210;626;584;0;396;12;0;396;165;58;15;46;68;21;6;;5;4;;;;2;;;1;;;4;1;
08111002001-13 Landeshauptstadt Stuttgart 009-09 Gemeindehaus Elly Heuss-Knapp 08111000009-09;1224;667;557;0;432;5;2;430;159;82;21;51;69;24;3;;6;7;;;;2;;;3;;;1;2;
08111002001-14 Landeshauptstadt Stuttgart 012-01 Ev. Gemeindezentrum 08111000012-01;1330;675;655;0;422;14;3;419;168;98;17;30;71;12;2;;4;6;;;;4;;;3;;;1;3;
08111002001-15 Landeshauptstadt Stuttgart 012-02 Ev. Gemeindezentrum 08111000012-02;1384;764;620;0;528;13;0;528;217;102;26;42;97;17;3;;1;5;;;;8;;;1;;;1;8;
08111002001-16 Landeshauptstadt Stuttgart 012-03 Königin-Charlotte-Gymnasium 08111000012-03;1332;702;630;0;401;17;0;401;168;71;15;42;53;17;3;;10;8;;;;4;;;5;;;2;3;
08111002001-17 Landeshauptstadt Stuttgart 012-04 Riedseeschule 08111000012-04;1567;864;703;0;367;4;2;365;135;65;28;54;44;20;5;;2;2;;;;2;;;5;;;2;1;
08111002001-18 Landeshauptstadt Stuttgart 012-05 Ev. Gemeindezentrum 08111000012-05;1402;771;631;0;444;9;0;444;145;89;34;59;68;21;2;;7;6;;;;2;;;4;;;5;2;
08111002001-19 Landeshauptstadt Stuttgart 012-06 Ev. Gemeindezentrum 08111000012-06;1448;877;571;0;513;9;2;511;192;96;30;50;68;37;5;;9;9;;;;1;;;4;;;3;7;
08111002001-20 Landeshauptstadt Stuttgart 012-07 Riedseeschule 08111000012-07;1506;929;577;0;519;4;4;515;194;110;37;45;60;16;3;;13;11;;;;6;;;7;;;7;6;
08111002001-21 Landeshauptstadt Stuttgart 012-08 Salzäckerschule 08111000012-08;1377;832;545;0;428;7;1;427;134;95;37;36;68;23;3;;6;8;;;;7;;;6;;;1;3;
08111002001-22 Landeshauptstadt Stuttgart 012-09 Königin-Charlotte-Gymnasium 08111000012-09;1505;885;620;0;466;6;1;465;178;84;33;68;45;22;6;;13;6;;;;1;;;4;;;2;3;
08111002001-23 Landeshauptstadt Stuttgart 012-10 Salzäckerschule 08111000012-10;1527;905;622;0;442;7;1;441;160;81;36;47;79;16;5;;4;5;;;;0;;;3;;;2;3;
08111002001-24 Landeshauptstadt Stuttgart 012-11 Fasanenhofschule 08111000012-11;1284;945;339;0;354;5;0;354;90;72;68;38;36;25;2;;10;7;;;;0;;;2;;;2;2;
08111002001-25 Landeshauptstadt Stuttgart 012-12 Fasanenhofschule 08111000012-12;1358;1088;270;0;374;2;5;369;87;78;49;54;39;37;2;;10;6;;;;0;;;2;;;0;5;
08111002001-26 Landeshauptstadt Stuttgart 012-13 Ev. Kirchengemeinde Fasanenhof 08111000012-13;1399;1078;321;0;401;7;2;399;119;74;52;51;52;12;1;;17;6;;;;2;;;4;;;6;3;
08111002001-27 Landeshauptstadt Stuttgart 012-14 Anne-Frank-Gemeinschaftsschule 08111000012-14;1126;666;460;0;415;9;0;415;136;106;28;33;76;18;2;;0;6;;;;3;;;1;;;3;3;
08111002001-28 Landeshauptstadt Stuttgart 012-15 Anne-Frank-Gemeinschaftsschule 08111000012-15;1345;774;571;0;444;7;3;441;176;98;28;53;46;13;0;;8;9;;;;2;;;0;;;6;2;
08111002001-29 Landeshauptstadt Stuttgart 016-01 Kirchliches Zentrum 08111000016-01;1246;859;387;0;510;1;1;509;189;113;39;63;71;14;2;;4;7;;;;3;;;1;;;2;1;
08111002001-30 Landeshauptstadt Stuttgart 016-02 Tageseinrichtung für Kinder Osumstraße 08111000016-02;1534;932;601;1;422;11;1;421;152;66;33;51;53;26;3;;14;7;;;;3;;;8;;;2;3;
08111002001-31 Landeshauptstadt Stuttgart 016-03 Bezirksamt Plieningen-Birkach 08111000016-03;1517;873;644;0;458;4;3;455;173;62;26;42;75;30;3;;14;14;;;;7;;;8;;;0;1;
08111002001-32 Landeshauptstadt Stuttgart 016-04 Paracelsus-Gymnasium 08111000016-04;1533;880;653;0;475;7;0;475;156;113;33;49;61;21;5;;8;10;;;;4;;;6;;;4;5;
08111002001-33 Landeshauptstadt Stuttgart 016-05 Altes Rathaus Plieningen 08111000016-05;1444;936;508;0;501;11;5;496;151;110;51;55;65;23;1;;10;14;;;;1;;;6;;;3;6;
08111002001-34 Landeshauptstadt Stuttgart 016-06 Zehntscheuer 08111000016-06;1434;883;551;0;445;6;1;444;170;85;40;47;60;10;3;;8;10;;;;3;;;0;;;5;3;
08111002001-35 Landeshauptstadt Stuttgart 017-01 Birken-Realschule 08111000017-01;1410;822;588;0;440;5;2;438;149;120;29;47;55;13;0;;4;2;;;;7;;;2;;;6;4;
08111002001-36 Landeshauptstadt Stuttgart 017-02 Birken-Realschule 08111000017-02;1444;916;528;0;440;11;0;440;147;94;37;57;57;19;2;;4;4;;;;5;;;9;;;4;1;
08111002001-37 Landeshauptstadt Stuttgart 017-03 Grund- und Werkrealschule Heumaden 08111000017-03;1489;981;508;0;510;6;1;509;220;97;37;57;33;27;5;;10;6;;;;7;;;2;;;3;5;
08111002001-38 Landeshauptstadt Stuttgart 017-04 Geschwister-Scholl-Gymnasium 08111000017-04;1529;941;588;0;419;2;3;416;161;79;39;42;48;21;3;;7;3;;;;4;;;4;;;2;3;
08111002001-39 Landeshauptstadt Stuttgart 017-05 Geschwister-Scholl-Gymnasium 08111000017-05;1530;932;598;0;488;12;4;484;200;102;28;67;38;17;0;;7;5;;;;10;;;5;;;2;3;
08111002001-40 Landeshauptstadt Stuttgart 017-06 Ev. Gemeindezentrum Riedenberg 08111000017-06;1351;792;559;0;458;5;2;456;176;94;25;51;62;17;1;;10;6;;;;2;;;2;;;3;7;
08111002001-41 Landeshauptstadt Stuttgart 017-07 Geschwister-Scholl-Gymnasium 08111000017-07;1567;977;590;0;312;2;1;311;98;92;24;35;25;21;3;;4;0;;;;8;;;0;;;0;1;
08111002001-42 Landeshauptstadt Stuttgart 017-08 Äckerwaldzentrum 08111000017-08;1387;767;620;0;425;3;3;422;151;81;30;51;65;18;0;;3;8;;;;2;;;6;;;3;4;
08111002001-43 Landeshauptstadt Stuttgart 017-09 Bürgertreff Atrium 08111000017-09;1322;748;574;0;524;4;1;523;240;86;17;49;72;27;2;;3;3;;;;10;;;3;;;8;3;
08111002001-44 Landeshauptstadt Stuttgart 017-10 Deutsch-Französische Grundschule, Neubau-Bau C 08111000017-10;1151;661;490;0;476;13;1;475;193;109;20;47;54;21;7;;4;4;;;;3;;;3;;;7;3;
08111002001-45 Landeshauptstadt Stuttgart 017-11 Kath. Gemeindesaal St. Michael 08111000017-11;1258;649;609;0;436;13;2;434;176;78;21;44;73;10;0;;9;3;;;;5;;;4;;;7;4;
08111002001-46 Landeshauptstadt Stuttgart 017-12 Deutsch-Französische Grundschule, Neubau-Bau C 08111000017-12;1177;674;503;0;441;10;0;441;193;83;32;36;52;17;2;;7;5;;;;9;;;0;;;2;3;
08111002001-47 Landeshauptstadt Stuttgart 020-01 Steinbachschule 08111000020-01;1634;1179;455;0;523;9;4;519;151;128;61;57;60;25;5;;9;7;;;;3;;;4;;;4;5;
08111002001-48 Landeshauptstadt Stuttgart 020-02 Pfaffenwaldschule 08111000020-02;1446;927;519;0;439;10;1;438;184;24;26;49;39;66;1;;16;2;;;;3;;;11;;;2;15;
08111002001-49 Landeshauptstadt Stuttgart 020-03 Waldheim Sonnenwinkel 08111000020-03;1411;698;713;0;421;11;1;420;156;92;27;46;54;14;2;;3;5;;;;8;;;4;;;3;6;
08111002001-50 Landeshauptstadt Stuttgart 020-04 Pfaffenwaldschule 08111000020-04;1372;763;609;0;502;11;0;502;202;81;32;56;87;18;2;;3;1;;;;3;;;6;;;3;8;
08111002001-51 Landeshauptstadt Stuttgart 020-05 Kath. Kirchengemeinde Maximilian Kolbe 08111000020-05;1233;723;510;0;469;6;0;469;197;67;35;42;57;35;4;;7;8;;;;7;;;3;;;0;7;
08111002001-52 Landeshauptstadt Stuttgart 020-06 Österfeldschule 08111000020-06;1356;667;689;0;446;6;0;446;212;67;23;33;51;27;6;;5;6;;;;2;;;3;;;1;10;
08111002001-53 Landeshauptstadt Stuttgart 020-07 Fanny-Leicht-Gymnasium 08111000020-07;1454;780;674;0;502;5;5;497;193;78;16;67;70;24;6;;9;8;;;;5;;;7;;;4;10;
08111002001-54 Landeshauptstadt Stuttgart 020-08 Fanny-Leicht-Gymnasium 08111000020-08;1470;855;615;0;356;7;1;355;125;59;40;38;35;28;3;;8;5;;;;3;;;8;;;0;3;
08111002001-55 Landeshauptstadt Stuttgart 020-09 Schönbuchschule 08111000020-09;1656;1228;428;0;486;14;6;480;171;74;62;62;38;39;3;;5;8;;;;4;;;8;;;5;1;
08111002001-56 Landeshauptstadt Stuttgart 020-10 Schönbuchschule 08111000020-10;1448;870;578;0;555;17;4;551;272;79;36;49;54;22;4;;8;5;;;;3;;;9;;;4;6;
08111002001-57 Landeshauptstadt Stuttgart 020-11 Vereinshaus Rohr 08111000020-11;1508;835;673;0;490;9;2;488;191;96;27;48;67;23;0;;10;9;;;;10;;;3;;;4;0;
08111002001-58 Landeshauptstadt Stuttgart 020-12 Tageseinrichtung für Kinder Hirschsprung 08111000020-12;1446;829;617;0;528;4;1;527;188;125;39;69;72;12;3;;3;7;;;;2;;;1;;;2;4;
08111002001-59 Landeshauptstadt Stuttgart 020-13 Hegel-Gymnasium 08111000020-13;1350;776;574;0;430;6;1;429;174;74;25;39;66;17;1;;4;15;;;;2;;;7;;;2;3;
08111002001-60 Landeshauptstadt Stuttgart 020-14 Pestalozzischule 08111000020-14;1342;690;652;0;495;11;1;494;205;88;26;49;67;24;1;;8;5;;;;1;;;11;;;7;2;
08111002001-61 Landeshauptstadt Stuttgart 020-15 Evangelisches Südgemeindehaus 08111000020-15;1537;993;544;0;491;10;1;490;175;100;39;62;57;27;4;;7;6;;;;4;;;4;;;1;4;
08111002001-62 Landeshauptstadt Stuttgart 020-16 Fanny-Leicht-Gymnasium 08111000020-16;1485;839;646;0;435;17;0;435;171;85;23;60;38;27;2;;11;4;;;;4;;;2;;;3;5;
08111002001-63 Landeshauptstadt Stuttgart 020-17 Österfeldschule 08111000020-17;1257;690;567;0;395;13;2;393;133;71;35;58;48;15;2;;9;3;;;;2;;;9;;;1;7;
08111002001-64 Landeshauptstadt Stuttgart 020-18 Österfeldschule 08111000020-18;1317;736;581;0;372;6;2;370;134;67;37;39;40;24;3;;8;3;;;;1;;;6;;;2;6;
08111002001-65 Landeshauptstadt Stuttgart 020-19 Stadtbibliothek Vaihingen 08111000020-19;1155;610;545;0;322;5;0;322;134;64;20;30;32;15;3;;5;3;;;;1;;;6;;;0;9;
08111002001-66 Landeshauptstadt Stuttgart 020-20 Pestalozzischule 08111000020-20;1231;607;624;0;353;5;0;353;154;69;33;29;35;15;0;;9;3;;;;1;;;1;;;0;4;
08111002001-67 Landeshauptstadt Stuttgart 020-21 Bürgerhaus Lauchhau-Lauchäcker 08111000020-21;1643;1337;306;0;614;5;4;610;191;115;43;86;67;54;1;;9;11;;;;6;;;6;;;8;13;
08111002900-01 Landeshauptstadt Stuttgart 007-51 Himmelfahrtskirche 08111000007-51;;;;;411;411;0;411;155;142;10;23;64;4;1;;1;5;;;;2;;;1;;;0;3;
08111002900-02 Landeshauptstadt Stuttgart 007-52 Grundschule Birkach 08111000007-52;;;;;462;462;1;461;195;108;16;59;54;14;3;;3;3;;;;1;;;1;;;0;4;
08111002900-03 Landeshauptstadt Stuttgart 007-53 Grundschule Birkach 08111000007-53;;;;;405;405;4;401;180;81;16;37;50;18;5;;4;5;;;;0;;;2;;;2;1;
08111002900-04 Landeshauptstadt Stuttgart 007-54 Grundschule Birkach 08111000007-54;;;;;466;466;0;466;187;103;12;39;70;17;8;;5;8;;;;5;;;6;;;3;3;
08111002900-05 Landeshauptstadt Stuttgart 007-92 Schmale Straße 08111000007-92;;;;;84;84;0;84;28;11;3;9;16;5;0;;6;0;;;;3;;;1;;;0;2;
08111002900-06 Landeshauptstadt Stuttgart 009-51 Ev. Haigstkirche 08111000009-51;;;;;508;508;1;507;227;163;7;36;59;8;0;;1;2;;;;1;;;0;;;0;3;
08111002900-07 Landeshauptstadt Stuttgart 009-52 Waldschule 08111000009-52;;;;;526;526;1;525;195;153;3;37;104;18;2;;0;2;;;;2;;;3;;;2;4;
08111002900-08 Landeshauptstadt Stuttgart 009-53 Ev. Gemeindezentrum 08111000009-53;;;;;413;413;2;411;151;114;13;29;71;19;3;;3;3;;;;2;;;1;;;1;1;
08111002900-09 Landeshauptstadt Stuttgart 009-54 SHS Sicherheitssysteme 08111000009-54;;;;;378;378;0;378;137;94;13;29;82;10;2;;2;4;;;;3;;;0;;;0;2;
08111002900-10 Landeshauptstadt Stuttgart 009-55 Albschule 08111000009-55;;;;;469;469;1;468;187;104;13;47;79;14;4;;8;5;;;;0;;;0;;;2;5;
08111002900-11 Landeshauptstadt Stuttgart 009-56 Albschule 08111000009-56;;;;;438;438;0;438;184;96;14;42;61;18;1;;5;4;;;;2;;;6;;;3;2;
08111002900-12 Landeshauptstadt Stuttgart 009-57 Begegnungs-, Bildungs- und Kulturzentrum, Treffpunkt Degerloch 08111000009-57;;;;;471;471;1;470;191;98;10;39;67;30;5;;6;8;;;;3;;;9;;;0;4;
08111002900-13 Landeshauptstadt Stuttgart 009-58 Filderschule Degerloch 08111000009-58;;;;;535;535;0;535;241;111;16;52;70;18;0;;4;10;;;;4;;;3;;;1;5;
08111002900-14 Landeshauptstadt Stuttgart 009-59 Gemeindehaus Elly Heuss-Knapp 08111000009-59;;;;;497;497;0;497;221;97;11;31;98;16;3;;5;6;;;;1;;;3;;;2;3;
08111002900-15 Landeshauptstadt Stuttgart 009-92 Schmale Straße 08111000009-92;;;;;136;136;0;136;56;18;2;17;24;12;3;;3;0;;;;0;;;1;;;0;0;
08111002900-16 Landeshauptstadt Stuttgart 012-51 Ev. Gemeindezentrum 08111000012-51;;;;;584;584;1;583;277;139;7;38;80;11;1;;3;4;;;;1;;;13;;;0;9;
08111002900-17 Landeshauptstadt Stuttgart 012-52 Ev. Gemeindezentrum 08111000012-52;;;;;569;569;1;568;222;137;16;45;90;24;2;;5;10;;;;2;;;1;;;6;8;
08111002900-18 Landeshauptstadt Stuttgart 012-53 Königin-Charlotte-Gymnasium 08111000012-53;;;;;570;570;1;569;232;113;22;63;87;25;1;;5;8;;;;0;;;4;;;4;5;
08111002900-19 Landeshauptstadt Stuttgart 012-54 Riedseeschule 08111000012-54;;;;;665;665;1;664;262;187;42;58;66;23;3;;7;11;;;;0;;;0;;;4;1;
08111002900-20 Landeshauptstadt Stuttgart 012-55 Ev. Gemeindezentrum 08111000012-55;;;;;570;570;0;570;223;162;25;47;67;10;5;;1;13;;;;4;;;7;;;0;6;
08111002900-21 Landeshauptstadt Stuttgart 012-56 Ev. Gemeindezentrum 08111000012-56;;;;;527;527;3;524;232;100;20;47;67;25;0;;11;8;;;;2;;;2;;;0;10;
08111002900-22 Landeshauptstadt Stuttgart 012-57 Riedseeschule 08111000012-57;;;;;537;537;3;534;234;130;14;36;66;22;1;;9;12;;;;1;;;8;;;0;1;
08111002900-23 Landeshauptstadt Stuttgart 012-58 Salzäckerschule 08111000012-58;;;;;494;494;1;493;213;104;15;51;60;17;5;;7;8;;;;0;;;6;;;1;6;
08111002900-24 Landeshauptstadt Stuttgart 012-59 Königin-Charlotte-Gymnasium 08111000012-59;;;;;576;576;0;576;237;124;22;60;84;24;2;;2;10;;;;2;;;4;;;3;2;
08111002900-25 Landeshauptstadt Stuttgart 012-60 Salzäckerschule 08111000012-60;;;;;578;578;1;577;254;137;18;42;76;20;3;;11;5;;;;1;;;7;;;2;1;
08111002900-26 Landeshauptstadt Stuttgart 012-61 Fasanenhofschule 08111000012-61;;;;;309;309;1;308;100;73;24;41;37;14;1;;6;3;;;;1;;;4;;;1;3;
08111002900-27 Landeshauptstadt Stuttgart 012-62 Fasanenhofschule 08111000012-62;;;;;250;250;0;250;92;54;12;34;32;19;2;;0;2;;;;0;;;2;;;0;1;
08111002900-28 Landeshauptstadt Stuttgart 012-63 Ev. Kirchengemeinde Fasanenhof 08111000012-63;;;;;295;295;1;294;107;61;17;38;37;20;3;;4;2;;;;1;;;0;;;3;1;
08111002900-29 Landeshauptstadt Stuttgart 012-64 Anne-Frank-Gemeinschaftsschule 08111000012-64;;;;;433;433;0;433;176;109;12;47;61;14;1;;5;6;;;;1;;;0;;;1;0;
08111002900-30 Landeshauptstadt Stuttgart 012-65 Anne-Frank-Gemeinschaftsschule 08111000012-65;;;;;515;515;0;515;213;126;21;33;71;21;1;;7;5;;;;4;;;4;;;6;3;
08111002900-31 Landeshauptstadt Stuttgart 012-92 Schmale Straße 08111000012-92;;;;;104;104;2;102;37;20;2;14;11;6;2;;6;2;;;;1;;;0;;;0;1;
08111002900-32 Landeshauptstadt Stuttgart 016-51 Kirchliches Zentrum 08111000016-51;;;;;365;365;2;363;158;85;23;34;43;6;1;;6;4;;;;0;;;1;;;1;1;
08111002900-33 Landeshauptstadt Stuttgart 016-52 Tageseinrichtung für Kinder Osumstraße 08111000016-52;;;;;537;537;1;536;251;104;14;57;52;18;6;;9;12;;;;0;;;11;;;2;0;
08111002900-34 Landeshauptstadt Stuttgart 016-53 Bezirksamt Plieningen-Birkach 08111000016-53;;;;;594;594;1;593;249;113;15;67;76;29;3;;4;21;;;;0;;;6;;;1;9;
08111002900-35 Landeshauptstadt Stuttgart 016-54 Paracelsus-Gymnasium 08111000016-54;;;;;587;587;0;587;251;139;22;46;71;14;4;;9;18;;;;0;;;3;;;3;7;
08111002900-36 Landeshauptstadt Stuttgart 016-55 Altes Rathaus Plieningen 08111000016-55;;;;;447;447;1;446;186;100;16;37;55;21;1;;8;13;;;;0;;;4;;;1;4;
08111002900-37 Landeshauptstadt Stuttgart 016-56 Zehntscheuer 08111000016-56;;;;;509;509;2;507;194;139;18;53;58;11;1;;7;12;;;;2;;;4;;;5;3;
08111002900-38 Landeshauptstadt Stuttgart 016-92 Schmale Straße 08111000016-92;;;;;78;78;0;78;42;12;2;5;7;3;1;;1;3;;;;0;;;2;;;0;0;
08111002900-39 Landeshauptstadt Stuttgart 017-51 Birken-Realschule 08111000017-51;;;;;541;541;0;541;208;156;16;40;62;18;3;;8;16;;;;6;;;3;;;0;5;
08111002900-40 Landeshauptstadt Stuttgart 017-52 Birken-Realschule 08111000017-52;;;;;482;482;4;478;186;131;21;53;51;17;5;;4;5;;;;1;;;0;;;4;0;
08111002900-41 Landeshauptstadt Stuttgart 017-53 Grund- und Werkrealschule Heumaden 08111000017-53;;;;;464;464;0;464;176;125;13;57;44;19;2;;5;7;;;;4;;;8;;;2;2;
08111002900-42 Landeshauptstadt Stuttgart 017-54 Geschwister-Scholl-Gymnasium 08111000017-54;;;;;497;497;0;497;199;137;19;52;56;12;2;;6;4;;;;1;;;7;;;1;1;
08111002900-43 Landeshauptstadt Stuttgart 017-55 Geschwister-Scholl-Gymnasium 08111000017-55;;;;;562;562;0;562;207;171;20;48;70;15;1;;4;8;;;;2;;;10;;;2;4;
08111002900-44 Landeshauptstadt Stuttgart 017-56 Ev. Gemeindezentrum Riedenberg 08111000017-56;;;;;519;519;0;519;199;148;11;39;76;16;3;;11;6;;;;4;;;1;;;1;4;
08111002900-45 Landeshauptstadt Stuttgart 017-57 Geschwister-Scholl-Gymnasium 08111000017-57;;;;;557;557;1;556;199;192;15;65;66;11;1;;2;3;;;;0;;;1;;;1;0;
08111002900-46 Landeshauptstadt Stuttgart 017-58 Äckerwaldzentrum 08111000017-58;;;;;559;559;0;559;233;138;20;49;70;22;3;;3;7;;;;1;;;7;;;2;4;
08111002900-47 Landeshauptstadt Stuttgart 017-59 Bürgertreff Atrium 08111000017-59;;;;;531;531;0;531;235;138;19;41;68;16;1;;3;5;;;;3;;;0;;;0;2;
08111002900-48 Landeshauptstadt Stuttgart 017-60 Deutsch-Französische Grundschule 08111000017-60;;;;;450;450;0;450;185;123;11;41;53;16;1;;3;4;;;;0;;;4;;;4;5;
08111002900-49 Landeshauptstadt Stuttgart 017-61 Kath. Kinderhaus St. Michael 08111000017-61;;;;;551;551;2;549;266;147;5;39;60;16;2;;3;7;;;;1;;;1;;;1;1;
08111002900-50 Landeshauptstadt Stuttgart 017-62 Deutsch-Französische Grundschule 08111000017-62;;;;;470;470;1;469;204;128;13;36;64;8;1;;3;8;;;;0;;;2;;;1;1;
08111002900-51 Landeshauptstadt Stuttgart 017-92 Schmale Straße 08111000017-92;;;;;192;192;1;191;62;44;8;24;31;9;1;;2;3;;;;1;;;1;;;2;3;
08111002900-52 Landeshauptstadt Stuttgart 020-51 Steinbachschule 08111000020-51;;;;;426;426;1;425;164;98;26;43;40;22;2;;9;13;;;;2;;;3;;;2;1;
08111002900-53 Landeshauptstadt Stuttgart 020-52 Pfaffenwaldschule 08111000020-52;;;;;462;462;1;461;216;35;8;48;31;53;4;;20;6;;;;2;;;11;;;2;25;
08111002900-54 Landeshauptstadt Stuttgart 020-53 Waldheim Sonnenwinkel 08111000020-53;;;;;652;652;1;651;254;187;14;51;91;22;0;;10;8;;;;1;;;1;;;4;8;
08111002900-55 Landeshauptstadt Stuttgart 020-54 Pfaffenwaldschule 08111000020-54;;;;;557;557;0;557;241;126;18;51;74;15;1;;4;15;;;;3;;;5;;;0;4;
08111002900-56 Landeshauptstadt Stuttgart 020-55 Kath. Kirchengemeinde Maximilian Kolbe 08111000020-55;;;;;472;472;0;472;205;109;12;48;45;20;2;;7;4;;;;2;;;6;;;3;9;
08111002900-57 Landeshauptstadt Stuttgart 020-56 Österfeldschule 08111000020-56;;;;;641;641;0;641;304;151;10;48;69;24;11;;4;6;;;;2;;;3;;;0;9;
08111002900-58 Landeshauptstadt Stuttgart 020-57 Fanny-Leicht-Gymnasium 08111000020-57;;;;;616;616;0;616;283;130;7;62;62;38;4;;9;9;;;;3;;;2;;;3;4;
08111002900-59 Landeshauptstadt Stuttgart 020-58 Fanny-Leicht-Gymnasium 08111000020-58;;;;;509;509;0;509;210;106;25;48;57;17;1;;13;11;;;;4;;;7;;;3;7;
08111002900-60 Landeshauptstadt Stuttgart 020-59 Schönbuchschule 08111000020-59;;;;;390;390;1;389;164;78;21;43;30;24;0;;9;6;;;;2;;;6;;;3;3;
08111002900-61 Landeshauptstadt Stuttgart 020-60 Schönbuchschule 08111000020-60;;;;;525;525;0;525;232;102;22;70;39;20;3;;9;11;;;;1;;;7;;;2;7;
08111002900-62 Landeshauptstadt Stuttgart 020-61 Vereinshaus Rohr 08111000020-61;;;;;633;633;0;633;279;121;25;40;81;29;9;;15;17;;;;3;;;8;;;0;6;
08111002900-63 Landeshauptstadt Stuttgart 020-62 Tageseinrichtung für Kinder Hirschsprung 08111000020-62;;;;;585;585;1;584;227;194;18;46;70;13;2;;5;7;;;;2;;;0;;;0;0;
08111002900-64 Landeshauptstadt Stuttgart 020-63 Hegel-Gymnasium 08111000020-63;;;;;532;532;1;531;245;118;12;48;61;19;2;;5;12;;;;2;;;3;;;1;3;
08111002900-65 Landeshauptstadt Stuttgart 020-64 Pestalozzischule 08111000020-64;;;;;615;615;0;615;251;156;20;56;83;19;7;;8;4;;;;3;;;0;;;7;1;
08111002900-66 Landeshauptstadt Stuttgart 020-65 Evangelisches Südgemeindehaus 08111000020-65;;;;;500;500;1;499;224;102;23;43;47;21;2;;12;3;;;;2;;;10;;;1;9;
08111002900-67 Landeshauptstadt Stuttgart 020-66 Fanny-Leicht-Gymnasium 08111000020-66;;;;;585;585;0;585;275;127;9;54;57;25;6;;9;6;;;;5;;;6;;;3;3;
08111002900-68 Landeshauptstadt Stuttgart 020-67 Österfeldschule 08111000020-67;;;;;521;521;1;520;222;121;20;59;46;20;2;;6;7;;;;0;;;7;;;1;9;
08111002900-69 Landeshauptstadt Stuttgart 020-68 Österfeldschule 08111000020-68;;;;;542;542;0;542;237;134;17;49;54;24;2;;7;9;;;;0;;;5;;;2;2;
08111002900-70 Landeshauptstadt Stuttgart 020-69 Stadtbibliothek Vaihingen 08111000020-69;;;;;504;504;2;502;221;110;16;54;46;17;3;;5;8;;;;1;;;9;;;5;7;
08111002900-71 Landeshauptstadt Stuttgart 020-70 Pestalozzischule 08111000020-70;;;;;567;567;0;567;242;107;17;60;67;26;7;;10;14;;;;2;;;9;;;0;6;
08111002900-72 Landeshauptstadt Stuttgart 020-71 Bürgerhaus Lauchhau-Lauchäcker 08111000020-71;;;;;277;277;0;277;115;57;11;32;28;11;1;;5;3;;;;2;;;8;;;2;2;
